,Title,Date
9064,HP Gains On Lenovo In PCs; Apple Mac Sales Tumble,10/11/16
9065,3 Best Tech Stocks to Buy for REAL Virtual Reality Profits,10/11/16
9066,Fortinet Announces Preliminary Third Quarter 2016 Financial Results,10/11/16
9067,War Games: Microsoft Vs. Sony,10/11/16
9068,Technical Alert: Microsoft Lower,10/11/16
9069,Microsoft Corp. (MSFT) Position Cut by Suntrust Banks Inc.,10/11/16
9070,"Why Himax Technologies, Inc. Stock Fell 19.1% in September",10/11/16
9071,Tech Tip: Checking for the Windows 10 Anniversary Update,10/11/16
9072,Is Oracle&quot;s Cloud Strategy Destroying Shareholder Value?,10/11/16
9073,GE Boosts Renewable-Energy Unit With $1.65 Billion Wind Deal,10/11/16
9074,Pegatron to Make Microsoft&quot;s new Desktop Computers with Touch Displays,10/11/16
9075,"The Zacks Analyst Blog Highlights: Amazon, Lending Club, Microsoft, IBM and Intel",10/11/16
9076,Is VMware (VMW) Entering into a Partnership with AWS?,10/11/16
9077,Himax Slips as Northland Slashes Microsoft &quot;HoloLens&quot; Estimates,10/11/16
9078,Russia&quot;s Preference for Open-Source to Hurt U.S. Tech Stocks,10/11/16
9079,"Microsoft, Amazon use the same tax tool as Trump to cut federal income tax",10/11/16
9080,"Insights, Powered by InsideView, Gets Sleek New Redesign for Launch of Microsoft Dynamics 365",10/11/16
9081,Microsoft Vs. Facebook: The Enterprise SaaS War,10/11/16
9082,What Does Facebook&quot;s Workplace Software Mean?,10/11/16
9083,Microsoft Stock: Solid Cloud Strategy Could Lift Microsoft Corporation (MSFT) Stock,10/11/16
9084,A Hot Fund&quot;s Case for Microsoft and Medtronic,10/11/16
9085,"Is Facebook&quot;s Workplace a Threat to Slack ? (FB, MSFT)",10/11/16
9086,"Rosslyn Data Technologies PLC (RDT) Insider Hugh Cox Purchases 40,000 Shares of Stock",10/11/16
9087,"Facebook Enters Enterprise Productivity Space With Workplace (FB, GOOG)",10/11/16
9088,First National Bank of Mount Dora Trust Investment Services Buys 250 Shares of Microsoft Corp. (MSFT),10/11/16
9089,"Reliance Jio impact: Bharti Airtel, Vodafone come up with smart offers",10/11/16
9090,"Microsoft Monday: Paint App Gets Redesigned, No Plans For A New Band, Windows 10 Event On Oct. 26",10/10/16
9091,"Microsoft, Amazon use the same tax tool as Trump to cut federal income tax",10/10/16
9092,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9093,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9094,"Microsoft, Banco Votorantim to invest together in fintech startups, Reuters says",10/10/16
9095,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9096,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9097,IBM Aims Watson at the Financial Services Industry,10/10/16
9098,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9099,"Microsoft, Banco Votorantim partner on Brazil fintech investments",10/10/16
9100,Microsoft Corporation (NASDAQ:MSFT) Disburses Per-Share Dividend Of $0.39,10/10/16
9101,UNM&quot;s $2.2 million grant could train specialists needed by Google and Microsoft,10/10/16
9102,2016 Rich List: The Top 10 Billionaires In Tech [INFOGRAPHIC],10/10/16
9103,Is Once-Rising Salesforce-Microsoft Partnership Now In Descent?,10/10/16
9104,What You Need to Know About Financial Technology (FinTech) Today,10/10/16
9105,Microsoft&quot;s New Paint App For Windows 10 Adds With 3D Support,10/10/16
9106,Microsoft Corp. (MSFT) is Amica Mutual Insurance Co.&quot;s 3rd Largest Position,10/10/16
9107,Facebook (FB) Eager to Take VR Technology Mainstream,10/10/16
9108,"ABB to Keep Power Grid Intact, Inks Multiple Partnerships",10/10/16
9109,"Covered Call reports for Twilio Inc., Smith & Wesson, The Gap, Universal Insurance Holdings and Microsoft include trade ideas that offer returns of 20% or more!",10/10/16
9110,Exxonmobil Investment Management Inc Tx Lowers stake in Microsoft Corporation (MSFT),10/10/16
9111,The Microsoft Millionaires,10/10/16
9112,Can AWS Afford Another Price War With Microsoft?,10/10/16
9113,Warner Music Group Corp. Announces Launch of Senior Secured Notes Offering,10/10/16
9114,WMG Acquisition Corp. Announces Launch of Cash Tender Offers,10/10/16
9115,Microsoft Big Moment Of 2016 Could Be A Surprising Surface,10/10/16
9116,Regentatlantic Capital LLC Reduces Position in Microsoft Corp. (MSFT),10/10/16
9117,Microsoft Corp. (MSFT) Position Raised by Palladium Partners LLC,10/10/16
9118,"Highland Capital Management LLC Sells 42,226 Shares of Microsoft Corp. (MSFT)",10/10/16
9119,"Baldwin Investment Management LLC Has $586,000 Position in Microsoft Corp. (MSFT)",10/9/16
9120,"Pekin Singer Strauss Asset Management IL Buys 1,545 Shares of Microsoft Corp. (MSFT)",10/9/16
9121,Microsoft Corp. (MSFT) Shares Sold by Amica Pension Fund Board of Trustees,10/9/16
9122,How Microsoft Is Overcoming Industry Headwinds,10/9/16
9123,How Microsoft Is Overcoming Industry Headwinds,10/9/16
9124,Microsoft Corp. (MSFT) Shares Bought by Coastline Trust Co,10/9/16
9125,Microsoft Corp. (MSFT) Shares Bought by Investment Counsel Inc.,10/9/16
9126,Microsoft Corp. (MSFT) Shares Bought by iAB Financial Bank,10/9/16
9127,"Google, Apple and Microsoft have quietly gobbled up more than 100 AI companies in 5 years",10/8/16
9128,Microsoft&quot;s Everyday Graphics &quot;Paint&quot; App to Gain Enviable new 3D tools with Windows 10 Update,10/8/16
9129,A Canadian college will teach students how to grow pot,10/8/16
9130,"The Day Before Apple Launches the New MacBook Pro, Microsoft will introduce their iMac Challenger",10/7/16
9131,"Teach Leaders Compete in SaaS Space (MSFT, CRM)",10/7/16
9132,Microsoft Azure Launches &quot;Easy NXT&quot; Blockchain Nodes For Developers,10/7/16
9133,Microsoft Corp. (MSFT) is Moody National Bank Trust Division&quot;s 8th Largest Position,10/7/16
9134,Microsoft schedules New York City event for October 26,10/7/16
9135,Microsoft preps for October Windows event,10/7/16
9136,Apple Said To Be Forming A Division For Cloud Services,10/7/16
9137,"Is Cisco Systems, Inc. (CSCO) Stock Right for Retirement?",10/7/16
9138,Regulatory Risk Weighs On Exxon Mobil Corporation: Is The Stock About To Crash From $87?,10/7/16
9139,Microsoft announces October 26 event &quot;to see what&quot;s next for Windows 10&quot;,10/7/16
9140,What&quot;s behind puts in Microsoft,10/7/16
9141,Microsoft Announces Quarterly Earnings Release Date,10/7/16
9142,Microsoft announces quarterly earnings release date,10/7/16
9143,"Top Apple, Facebook, Intel, Nvidia Insiders Hit Sell Button",10/7/16
9144,Gilead: Relative Value Play With Takeover Potential,10/7/16
9145,"Week In Review: Twitter, Acacia Whipsawed, Oil Tops $50, Job Growth OK",10/7/16
9146,CNBC: Dell EMC poaches Microsoft Europe&quot;s M&A director,10/7/16
9147,Microsoft Corp. (MSFT) Rating Reiterated by Credit Agricole SA,10/7/16
9148,AMD Announces Expiration of Cash Tender Offers,10/7/16
9149,Indiana Trust Investment Management Co Lowers stake in Microsoft Corporation (MSFT),10/7/16
9150,The only difference between the next generation of smartphones will be their AI assistants,10/7/16
9151,Is Verizon (VZ) Planning to Divest Data Centers to Equinix?,10/7/16
9152,Acropolis Investment Management Lowers stake in Microsoft Corporation (MSFT),10/7/16
9153,First American Trust Fsb Lowers stake in Microsoft Corporation (MSFT),10/7/16
9154,"Telemus Capital buys $6,907,059 stake in Microsoft Corporation (MSFT)",10/7/16
9155,"Burns J W Co Incny buys $11,000,825 stake in Microsoft Corporation (MSFT)",10/7/16
9156,What&quot;s Up With Twitter?; Wal-Mart Vs. Amazon; End Of Snapchat? - Eye On Tech,10/7/16
9157,Should Microsoft Buy Fitbit?,10/6/16
9158,"AMD to Report Fiscal Third Quarter Results on October 20, 2016",10/6/16
9159,iOS 10 Fixes: Common Problems And Bugs [Guide],10/6/16
9160,Should Microsoft Buy Fitbit?,10/6/16
9161,"State of New Jersey Common Pension Fund D Sells 1,097,400 Shares of Microsoft Corp. (MSFT)",10/6/16
9162,Planning Alternatives Ltd. ADV Sells 150 Shares of Microsoft Corp. (MSFT),10/6/16
9163,"AT&T &quot;NetBonding&quot; With Cloud Leaders Amazon, IBM",10/6/16
9164,"Twitter Plunges 19%: More Downside Possible, Say Monness, SunTrust",10/6/16
9165,"Microsoft Corp. (MSFT) Given ""Outperform"" Rating at Credit Agricole SA",10/6/16
9166,Salesforce CEO Benioff accuses Microsoft executives of &quot;anti-competitive&quot; behavior,10/6/16
9167,Why You Shouldn&quot;t Believe Those Netflix-Disney Rumors,10/6/16
9168,Yahoo&quot;s Support to Email Surveillance Fuels Privacy Concerns,10/6/16
9169,"West Oak Capital buys $649,545 stake in Microsoft Corporation (MSFT)",10/6/16
9170,Cramer&quot;s Stop Trading: MSFT,10/6/16
9171,OneNeck IT Solutions Launches OneNeck Connect for Microsoft Azure,10/6/16
9172,"Apple Again World&quot;s Most Valuable Brand, Google Catching Up Fast",10/6/16
9173,Man&quot;s Life Saved In Afghanistan As Nokia Phone Stops Bullet,10/6/16
9174,"Tech and Auto Companies Dominate World&quot;s Most Valuable Brands List (AAPL, GOOG)",10/6/16
9175,"Washington Trust Bank buys $6,126,901 stake in Microsoft Corporation (MSFT)",10/6/16
9176,Microsoft Office 365: How to Quantify the Quantifiable,10/6/16
9177,"Twitter Shares Nosedive Following Reports That Google, Apple And Disney Aren&quot;t Interested",10/6/16
9178,"Microsoft, Amazon well positioned to enable cloud, AI trends, says Oppenheimer",10/6/16
9179,Microsoft and Advanced Energy Economy give predictive power to online advocacy platform,10/6/16
9180,Microsoft and Advanced Energy Economy give predictive power to online advocacy platform,10/6/16
9181,DT launches cloud platform for multiple IoT systems,10/6/16
9182,"Microsoft enters collaboration with Agder Energi, Powel AS",10/6/16
9183,Microsoft and Agder Energi collaborate to build an intelligent grid powered by an intelligent cloud,10/6/16
9184,Microsoft and Agder Energi collaborate to build an intelligent grid powered by an intelligent cloud,10/6/16
9185,"Twitter Stock Falls 9% After Report Says Google, Apple Will Not Bid (TWTR, AAPL)",10/6/16
9186,Samsung to Acquire Major Artificial Intelligence Developer,10/6/16
9187,Twitter Buyout Imminent?; Amazon&quot;s Going Unlimited; Google&quot;s New Phone -- Eye On Tech,10/5/16
9188,"As the Band comes to an end, here&quot;s a look at Microsoft&quot;s biggest flops",10/5/16
9189,Microsoft&quot;s $40 Billion Buyback: Smart Move or Corporate Gimmick?,10/5/16
9190,Microsoft&quot;s $40 Billion Buyback: Smart Move or Corporate Gimmick?,10/5/16
9191,Verizon Seen Near Deal To Sell Data Centers To Equinix For $3.5 Billion,10/5/16
9192,Selway Asset Management Holds Stake in Microsoft Corp. (MSFT),10/5/16
9193,"Tax loopholes allow Apple, Nike, and others to avoid US taxes that could pay for Obamacare six times over",10/5/16
9194,Will Salesforce and Slack&quot;s Partnership Hurt Microsoft?,10/5/16
9195,Can Google Challenge Apple In Hardware?,10/5/16
9196,Will Salesforce and Slack&quot;s Partnership Hurt Microsoft?,10/5/16
9197,Exclusive: Microsoft&quot;s big Orlando convention more than a one-time deal,10/5/16
9198,Microsoft Just Gave A Big Hint On Xbox Project Scorpio Price,10/5/16
9199,"Salesforce.com Can Offer Stock For Twitter, But Google, Disney Got Cash",10/5/16
9200,"LinkedIn, Credit Suisse, Google, Amazon and Netflix highlighted as Zacks Bull and Bear of the Day",10/5/16
9201,SAP Banking on Diligent Product Updates to Drive Growth,10/5/16
9202,"Fitbit May Lose Microsoft as Fitness Rival (FIT, MSFT)",10/5/16
9203,Microsoft&quot;s Love For FPGA Accelerators May Be Contagious,10/5/16
9204,Alphabet Stock Set to Hit Fresh All-Time Highs,10/5/16
9205,Microsoft exits fitness band business,10/5/16
9206,Akamai Adds Soha Systems to Cloud Networking Portfolio,10/5/16
9207,Nexsan&quot;s Elsa Tay Named to CRN &quot;100 People You Don&quot;t Know But Should&quot; List,10/5/16
9208,SnapLogic Appoints David Downing as Chief Marketing Officer,10/5/16
9209,"Understanding The Cloud Computing Biz Model: What Are SaaS, PaaS And IaaS?",10/5/16
9210,Can You Guess This Chart?,10/5/16
9211,HPE to Webcast 2016 Securities Analyst Meeting,10/5/16
9212,Murky international laws threaten to break up the internet as we know it,10/5/16
9213,This map shows the explosive growth of underwater cables the power the global internet,10/5/16
9214,Wall Street Breakfast: Currency Swings Keep Traders Busy,10/5/16
9215,"Yahoo reportedly helped the US government spy on all its users&quot; emails, as they came in",10/5/16
9216,Vodafone arm ties up with Microsoft as cloud service partner,10/5/16
9217,BRIEF-Vodafone India arm ties up with Microsoft as cloud service partner,10/5/16
9218,Fearless Forecast: Amazon Could Also Release An Alexa Voice-Powered Phone,10/5/16
9219,Microsoft Leaves The Wrist And Heads To The Cloud,10/5/16
9220,Microsoft? It&quot;s Too Cloudy,10/5/16
9221,"After Report on Yahoo, Tech Firms Deny Scanning Emails for U.S. Government",10/5/16
9222,"Following Yahoo report, Microsoft, Google deny scanning mail",10/4/16
9223,"Twitter, Microsoft, Google say did not scan emails, TechCrunch says",10/4/16
9224,"Google seeking more control with Pixel, SunTrust analyst says",10/4/16
9225,Google and Microsoft say email services are spy-free following Yahoo report,10/4/16
9226,Microsoft discloses $17.7M in pay to CEO (Photos),10/4/16
9227,"Tech Stock Roundup: MSFT Deals, CRM Objections, TWTR Buy",10/4/16
9228,The Microsoft Band Fitness Tracker Is Dead,10/4/16
9229,Microsoft exits fitness band business,10/4/16
9230,Microsoft exits fitness band business,10/4/16
9231,Microsoft Corp. (MSFT) Shares Sold by DUPONT CAPITAL MANAGEMENT Corp,10/4/16
9232,Software-As-A-Service Competition Heats Up For Microsoft,10/4/16
9233,Royal London Asset Management Ltd. Decreases Position in Microsoft Corp. (MSFT),10/4/16
9234,Facebook Inc&quot;s Days as a Blue-Chip Stock Are Numbered (FB),10/4/16
9235,"ABB to keep Raleigh unit amid reorganization, partners with Microsoft",10/4/16
9236,Microsoft Quits Fitness Band Business; Move Could Benefit Fitbit,10/4/16
9237,Sony PSVR Blocks PlayStation 4 Pro From Using HDR Feature,10/4/16
9238,Salesforce Buys Artificial Intelligence Company Krux Digital,10/4/16
9239,Sage Launches New Solutions at Dreamforce to Boost End-to-End Productivity,10/4/16
9240,"Sage Foundation Announces Sage Live Nonprofit on the Salesforce AppExchange, the World&quot;s Leading Enterprise Apps Marketplace",10/4/16
9241,"Microsoft plans to file for EC approval of LinkedIn deal soon, CTFN says",10/4/16
9242,Brexit Back In The News As British Pound Hits 31-Year Low Vs. U.S. Dollar,10/4/16
9243,Bank Of America Partners With Microsoft On Azure Blockchain Development,10/4/16
9244,Bear of the Day: Oracle (ORCL),10/4/16
9245,Amazon and Microsoft Take Their Cloud Battle to France,10/4/16
9246,Baidu (BIDU) Rolls Out Voice-First Keyboard Called TalkType,10/4/16
9247,What does Google want to be when it grows up? Microsoft,10/4/16
9248,"Notable ETF Inflow Detected - SSO, MSFT, BRK.B, GOOGL",10/4/16
9249,"Shopify, HubSpot Both Buys, &quot;Growth Software Firmly In M&A Zone&quot;",10/4/16
9250,IBM Allocates $200 Million on IoT Initiatives in Munich,10/4/16
9251,5 Best Performing Technology Mutual Funds in Q3,10/4/16
9252,Daimler AG announces collaboration with AT&T and Microsoft,10/4/16
9253,Aryaka to Present Solution for Worldwide Acceleration of SaaS Applications at Dreamforce in San Francisco,10/4/16
9254,BRIEF-S. Africa&quot;s Competition Commission approves Foxconn unit deal to buy assets of Microsoft phone unit,10/4/16
9255,BRIEF-S. Africa&quot;s Competition Commission approves Foxconn unit deal to buy assets of Microsoft phone unit,10/4/16
9256,"Salesforce.com Buys Krux, Acquisition Spree Overshadows Dreamforce",10/4/16
9257,Eurobites: Ericsson Confirms Swedish Job Cuts,10/4/16
9258,Veeva announces integration of Veeva Vault with Microsoft Office Online,10/4/16
9259,"Subpoenas and Gag Orders Show Government Overreach, Tech Companies Argue",10/4/16
9260,"Daimler: Detroit aligns with AT&T, Microsoft to deliver enhanced connectivity services",10/4/16
9261,Microsoft Increases European Cloud Investment to $3B,10/4/16
9262,"Tech Behemoths Ramp up Cloud Presence in Europe (AMZN, MSFT)",10/4/16
9263,ABB and Microsoft partner to drive digital industrial transformation,10/4/16
9264,"ABB accelerates savings, to partner up with Microsoft",10/4/16
9265,SPYRUS Introduces Secure Portable Workplace(TM) (SPW) for Secure Windows To Go Initiatives as the Ideal Replacement for Discontinued Ironkey W500 With Enhanced Security and Broader Feature Set,10/4/16
9266,ABB and Microsoft partner to drive digital industrial transformation,10/4/16
9267,ABB and Microsoft Partner to Drive Digital Industrial Transformation,10/4/16
9268,Why Dividend Investors Should Be Cheering Microsoft&quot;s LinkedIn Acquisition,10/4/16
9269,Microsoft&quot;s Massive New AI Division -- What Investors Need to Know,10/4/16
9270,Microsoft&quot;s Massive New AI Division -- What Investors Need to Know,10/4/16
9271,Egnyte announces end-to-end collaboration with Microsoft cloud,10/3/16
9272,"Microsoft Monday: Man Receives $650 Over Windows 10 Update, Skype Answers Siri, AI Focus At Ignite",10/3/16
9273,Razorfish Hires Harvard Physicist Kevin Mercurio as COSMOS(TM) Data Scientist,10/3/16
9274,"Microsoft apparently winds down Band fitness tracker, ZDNet reports",10/3/16
9275,"An executive who&quot;s worked for Microsoft, Yahoo, and SoFi explains why you shouldn&quot;t take a job for the money",10/3/16
9276,Microsoft Corp. (MSFT) Position Raised by Palisade Capital Management LLC NJ,10/3/16
9277,Microsoft Corp. (MSFT) Stake Boosted by Fulton Breakefield Broenniman LLC,10/3/16
9278,Microsoft announces lower prices for Azure virtual machines,10/3/16
9279,"Top Research Reports for GE, ChevronMorgan Stanley",10/3/16
9280,How Microsoft Responded to Salesforce&quot;s Objections,10/3/16
9281,Buybacks Hit 5-Year Low Even With Microsoft&quot;s $40 Billion Plan,10/3/16
9282,"Microsoft expanding cloud infrastructure to France, lowers Azure pricing",10/3/16
9283,Microsoft expands Azure cloud centers to France,10/3/16
9284,THE CORPORATE TREASURY FINTECH REPORT: The emerging firms that help companies manage their cash,10/3/16
9285,Why Salesforce Has Concerns about the Microsoft-LinkedIn Deal,10/3/16
9286,InsideView Aligns Sales and Marketing at Dreamforce 2016,10/3/16
9287,"Stock Market News for October 03, 2016",10/3/16
9288,Microsoft: Best Choice For Income In The Cloud,10/3/16
9289,Microsoft Azure Stack Moving On Private Cloud At Ignite,10/3/16
9290,Twitter (TWTR) May Find a Taker; Alphabet Seeks M&A Advice,10/3/16
9291,"Microsoft Corp. (MSFT) Given ""Outperform"" Rating at Cowen and Company",10/3/16
9292,"Microsoft won&quot;t stop LinkedIn data flow to Salesforce, Independent.IE reports",10/3/16
9293,Microsoft Corporation (MSFT) Shares are Up 0.3%,10/3/16
9294,AMD Announces First Desktops Featuring 7th Generation AMD PRO Processors Delivering Enterprise-Class Performance for Business Critical Experiences,10/3/16
9295,Microsoft doubles cloud investment in Europe to USD 3 bln,10/3/16
9296,Microsoft Has Doubled Its Cloud Capacity In Europe In The Past Year,10/3/16
9297,Rockstar launches Xbox on-pack promotion,10/3/16
9298,Microsoft has doubled its cloud capacity in Europe in the past year,10/3/16
9299,"Microsoft increases European cloud investment to $3 billion, unveils cloud policy recommendations",10/3/16
9300,Microsoft raises European cloud investment to $3B,10/3/16
9301,"Microsoft increases European cloud investment to $3 billion, unveils cloud policy recommendations",10/3/16
9302,"Microsoft increases European cloud investment to $3 billion, unveils cloud policy recommendations",10/3/16
9303,BRIEF-Microsoft says has doubled cloud capacity in Europe in 12 months,10/3/16
9304,Jefferies Group Analysts Give Microsoft Corp. (MSFT) a $40.00 Price Target,10/3/16
9305,U.S. Tech Giants Are Investing Billions to Keep Data in Europe,10/3/16
9306,A New Source Of Revenue For Apple,10/3/16
9307,"Stock Buybacks: Why the Party&quot;s Over (AAPL, GE)",10/3/16
9308,"Acropolis Investment Management LLC Has $1,881,000 Position in Microsoft Corp. (MSFT)",10/3/16
9309,"Punch & Associates Investment Management Inc. Has $5,192,000 Stake in Microsoft Corp. (MSFT)",10/3/16
9310,Microsoft Corp. (MSFT) is Heritage Investors Management Corp&quot;s 3rd Largest Position,10/3/16
9311,Microsoft Corp. (MSFT) is Burns J W & Co. Inc. NY&quot;s 6th Largest Position,10/3/16
9312,"World Asset Management Inc Acquires 1,571 Shares of Microsoft Corp. (MSFT)",10/2/16
9313,Can Salesforce.com Afford a Twitter Inc Acquisition?,10/2/16
9314,Microsoft Corp. (MSFT) is Becker Capital Management Inc.&quot;s 8th Largest Position,10/2/16
9315,"Stanley Capital Management LLC Has $2,982,000 Stake in Microsoft Corp. (MSFT)",10/2/16
9316,"Forcerank Weekly Review (AMZN, TWTR, WFC)",10/2/16
9317,Microsoft Originally Aimed For 200 Million Sales Of The Xbox One,10/2/16
9318,3 Tech Stocks That Pay Solid Dividends,10/2/16
9319,Fearless Forecast: Nokia Android Phones Are Going To Launch Before 2016 Ends,10/2/16
9320,3 Tech Stocks That Pay Solid Dividends,10/2/16
9321,"Vista Capital Partners Inc. Has $311,000 Position in Microsoft Corp. (MSFT)",10/2/16
9322,Mitchell Mcleod Pugh & Williams Inc. Boosts Position in Microsoft Corp. (MSFT),10/2/16
9323,Microsoft Corp. (MSFT) is Trust Co. of Virginia VA&quot;s 10th Largest Position,10/2/16
9324,Dan Nathan&quot;s Microsoft Trade,10/1/16
9325,Microsoft Corp. (MSFT) Expected to Post Q1 2017 Earnings of $0.67 Per Share,10/1/16
9326,"BlackBerry, Microsoft AI (Podcast)",10/1/16
9327,Microsoft&quot;s HoloLens Mixed Reality Headset Gets a Lift in New York,10/1/16
9328,"Nvidia: A Brilliantly Cloudy Outlook, Says Global Equities",10/1/16
9329,"Buckingham Asset Management LLC Has $2,200,000 Stake in Microsoft Corp. (MSFT)",9/30/16
9330,Microsoft forms internal AI group,9/30/16
9331,Microsoft forms internal group to focus on artificial intelligence,9/30/16
9332,"CRM, MSFT, LNKD: Salesforce.com, Inc. Aims to Block Microsoft Corporation-LinkedIn Corp Deal",9/30/16
9333,Apple&quot;s stock surge helps technology stand out during the third quarter,9/30/16
9334,Did You Miss Microsoft&quot;s Artificial Intelligence Announcement?,9/30/16
9335,Apple&quot;s Tired Old Macs Soon To Get Upgrades,9/30/16
9336,"Hewlett Packard Enterprise, Microsoft Extend Partnership",9/30/16
9337,"Here&quot;s Why Aurinia Pharmaceuticals, Alphabet, and Three Other Stocks Are in Spotlight on Friday",9/30/16
9338,Breaking: Big Microsoft convention coming to Orlando,9/30/16
9339,"Sony (SNE) Firing on all Cylinders, PS4 Sales Going Strong",9/30/16
9340,Cincom to Show CRMUG Summit 2016 Attendees New Ways to &quot;Configure It Out&quot; With Improved CPQ Solutions,9/30/16
9341,Old Tech Is Back!,9/30/16
9342,"Week In Review: Shale Beats OPEC, Euro Bank Woes, Twitter Leads M&A Buzz, Musk Eyes Mars",9/30/16
9343,"Baidu: Lead Investor in Easterly Ventures, Eyes Latin America",9/30/16
9344,Salesforce Asks EU To Investigate Microsoft-LinkedIn Merger,9/30/16
9345,Microsoft Sets New Renewable Energy Target Of 50% By 2018,9/30/16
9346,Sony Unboxing Video Shows PlayStation VR In All Its Glory,9/30/16
9347,Silicon Valley Venture Capital Turns To Latin America Capitalizing On Overlooked Opportunities,9/30/16
9348,Salesforce raises antitrust concerns about Microsoft&quot;s LinkedIn deal,9/30/16
9349,5 Ways Advisors Can Increase Sales on Life Insurance,9/30/16
9350,"Top Tech Stocks In Q3: Apple, Amazon, Google, Intel; Telcos Lag",9/30/16
9351,Salesforce raises anti-trust concerns about Microsoft&quot;s LinkedIn deal,9/30/16
9352,Salesforce raises antitrust concerns about Microsoft&quot;s LinkedIn deal,9/30/16
9353,Eurobites: BT Italia Suspends Key Execs &ndash; Report,9/30/16
9354,"Amazon Echo, Facebook Bots, Apple Siri Spruce Up Digital Butlers",9/30/16
9355,"Google plans data centre in India to take on Amazon, Microsoft on cloud",9/30/16
9356,"Google Creates New Cloud Group to Take on Amazon And Microsoft (GOOG, AMZN)",9/30/16
9357,Salesforce.com to press regulators to block Microsoft-LinkedIn deal,9/30/16
9358,Four Microsoft research teams are working to &quot;solve&quot; cancer with computers,9/30/16
9359,Kenya: This Is How We Got Jobs With Multinationals,9/30/16
9360,Salesforce looks to block Microsoft-LinkedIn deal,9/30/16
9361,"Amazon &quot;Great Indian Festival&quot; sale starts Oct 1: From Moto G4, Redmi Note 3 to Microsoft Surface Pro 4, all you need to know",9/30/16
9362,Rival tries to sink Microsoft&quot;s LinkedIn deal,9/30/16
9363,"UPDATE 1-Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/30/16
9364,"UPDATE 1-Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/30/16
9365,Salesforce pushes to block Microsoft&quot;s LinkedIn deal,9/29/16
9366,Salesforce pushes regulators to block Microsoft&quot;s LinkedIn deal,9/29/16
9367,Toyota in tech partnership with Microsoft for 2017 return to WRC,9/29/16
9368,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/29/16
9369,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/29/16
9370,Salesforce raises anti-trust concerns about Microsoft&quot;s LinkedIn deal,9/29/16
9371,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/29/16
9372,Microsoft Reorganizes Its Research Efforts Around A.I.,9/29/16
9373,Microsoft Launches AI & Research Group,9/29/16
9374,Salesforce looks to derail Microsoft&quot;s plan to buy LinkedIn,9/29/16
9375,"Google rebrands cloud business, adds more artificial intelligence",9/29/16
9376,Salesforce.com to Press Regulators to Block Microsoft-LinkedIn Deal,9/29/16
9377,"Google rebrands cloud business, adds more artificial intelligence",9/29/16
9378,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/29/16
9379,Xbox Live Games With Gold for October 2016,9/29/16
9380,"Salesforce urges EU to probe Microsoft, Linkedin antitrust issues",9/29/16
9381,"Google rebrands cloud business, adds more artificial intelligence",9/29/16
9382,Dan Deming&quot;s Technology SPDR ETF Trade,9/29/16
9383,Microsoft Corp. (MSFT) Stake Reduced by Tradition Capital Management LLC,9/29/16
9384,Channing Capital Management LLC Increases Stake in Microsoft Corp. (MSFT),9/29/16
9385,"Google rebrands cloud business, adds more artificial intelligence",9/29/16
9386,"Fort Pitt Capital Group LLC Purchases 1,894 Shares of Microsoft Corp. (MSFT)",9/29/16
9387,"Microsoft: LinkedIn merger already cleared U.S., Canada, Brazil, Bloomberg says",9/29/16
9388,"Banks like to talk about blockchain, but none wants to be the first to actually use it",9/29/16
9389,Salesforce raises anti-trust concerns about Microsoft&quot;s LinkedIn deal,9/29/16
9390,IBM Solidified Its Business Analytics Ecosystem,9/29/16
9391,Salesforce is said to question Microsoft-LinkedIn deal in Europe,9/29/16
9392,Why Did Cognizant Revise Its Full-Year Guidance for 2016?,9/29/16
9393,"BRIEF-Salesforce.com has raised concerns with europe&quot;s antitrust authorities about Microsoft-Linkedin deal - NYT, citing sources",9/29/16
9394,"Salesforce raised concerns of Microsoft-LinkedIn deal to EU, NY Times reports",9/29/16
9395,Salesforce Is Said to Question Microsoft-LinkedIn Deal in Europe,9/29/16
9396,"Microsoft Midwest district, Lubar & Co. to move to 833 East",9/29/16
9397,Oracle&quot;s Cloud Growth Is Impressive,9/29/16
9398,4 Best ETFs & Stocks to Tap the Tech Boom,9/29/16
9399,Apple Inc. (AAPL) Tracks Everyone You Chat With,9/29/16
9400,BlackBerry Ltd (BBRY) Just Shot Itself in the Foot,9/29/16
9401,Google enterprise biz rebrands as Google Cloud,9/29/16
9402,Microsoft sharpens AI focus with new research group,9/29/16
9403,Microsoft sharpens AI focus with new research group,9/29/16
9404,350 Best Buy Stores To Open Early For PlayStation VR,9/29/16
9405,Sandvine Co. (SVC) Receives Sector Perform Market Weight Rating from National Bank Financial,9/29/16
9406,"Microsoft forms artificial intelligence group, says pushing AI in all products",9/29/16
